ID,Name,Currency,Total
6D5C7803-A8DC-B0DC-5D7E-8CA58C7A76A2,Shelley Wolf,7471.5,4181
EE1CE44A-C151-6730-1431-48F81E489669,Nayda Barron,4834.09,4190
418CA6E2-CD39-7048-41E6-38A8BB43EC24,Caesar Nelson,2016.65,4229
AB65F408-3D89-02F3-5257-D4CED7B2CC8B,Camilla Benson,4063.58,4267
4F7121E7-3F6D-C89F-934E-AA6CBFCE7B89,Jana Hudson,2606.03,4324
185CE9BD-0622-61DA-9626-3CA01DC2A28F,Hedy Walton,7163.48,4381
6207B518-26D8-1B9A-B554-BCFC1BD4AB70,Wade Grimes,6623.07,4495
D3368B76-8C6C-1ACE-7C36-18D5DD528E5B,Rhona Trevino,7642.66,4558
B72B96B1-B836-C679-B1E0-8B071BE74112,Madeline Flores,5570.03,4660
92C28378-E759-4D1D-655A-CE82B892A19E,Gavin Parker,8451.24,4696
89AD1648-EA62-4033-7A58-783036653D1D,Germane Lawrence,7060.91,4777
5D34DC8E-DFCD-D583-72E1-17FD74CDC477,Risa Carey,3032.16,4842
6A6F7E8D-9295-9DA4-DE7A-7E8A560EE719,Aidan Whitehead,7459.87,4914
5354283B-4C72-568F-47CA-EB74B97D5D45,Christian Huber,7516.14,4927
EC766863-717E-CBC4-4367-7904891724E1,Daquan Lucas,6912.11,4966
918F2832-5750-3C17-9FC7-356422D4741B,Uriah Wagner,3930.81,4977
1DEA757A-CC92-BA34-9CBE-416E1FD7D27B,Cruz Mcclure,7270.79,5029
4F374354-41A0-1DDB-D694-E232C77D903C,Zenaida Salazar,8087.99,5122
745D5B87-518E-3E10-9A51-6C59E9DAD39B,Xaviera Clements,7589.18,5345
E25F899E-51F1-A0DA-0A20-EA9C75B3E8A4,Ashely Newman,6485.2,5411
35DD9CD9-1619-B4B6-182A-CCB4349E4C8C,Shana Horne,7068.87,5457
46D5C1A2-43B7-DCBD-169D-FF681EE32F36,Ayanna Duran,4984.27,5638
69E8D621-A9AB-AE3F-CE69-8AD6FB186DD1,Risa Ochoa,9134.85,5641
CBF73DE6-4992-44BD-E7A6-D76C3D974CC9,Deborah Bauer,4122.72,5684
A92B7155-72C7-7534-E531-789B18F893BB,Ira Fitzpatrick,8739.87,5719
8B2ADE7C-C767-AD42-DE34-3AB7FDD7B9C2,Brenda Mckinney,6007.98,5737
AE9B0625-C4BB-4126-6DA9-7F19DDB5446C,Mary Welch,9229.15,5816
95EDDA7A-7D27-FB76-4972-2838DA4B67DB,Pamela Kim,8920.94,5938
45308B47-3E48-F9D4-3B79-C687884F4469,Kelsie Stephenson,1891.11,6128
652ACC9A-231B-2682-9479-E6919CA1E4DF,Hashim Davis,1830.77,6141
490CCB78-27C5-2958-ED3A-3D75E238DC3F,Castor Arnold,4380.48,6238
4D973285-A8AD-6C75-5AE5-4978954059A6,Timon Langley,3824.2,6251
40733B94-831D-48B3-2966-79017C5C5C9A,Hashim Wise,5879.07,6265
B7DFEB23-EF4D-48A1-9865-D9896B30B466,Latifah Dotson,3925.61,6279
B8CBC27A-44E4-649B-6C17-E73B5D499BF5,Jeanette Padilla,9548.78,6348
914AC453-7394-9D42-A656-AC4D9B31BBCB,Gwendolyn Richards,4460.18,6529
D2C75723-64E4-5DF3-176E-1629665012D7,Graiden Kane,6884.2,6581
F510D142-64D5-982C-2F18-2CEA28C792F3,Zeph Smith,1957.73,6602
2E14AF20-51F1-9BED-FF9A-0CD9B766537A,Illana Blackwell,5505.18,6646
2B7DEC2A-06DC-C1FE-59EE-DF2CE718BBEA,Isabella Hood,1550.62,6688
5CEE6343-8133-CEB9-945B-62D9017E1BBA,Yoshio Weaver,6611.49,6722
BB0A1987-6FE0-DD03-D2CE-281FE1B9B321,Zahir Johns,3340.19,6865
A893BDBA-5663-12CC-59E6-9B0CBECD18B4,Alden Brewer,6378.64,6877
895A1B42-FA6F-8DCA-B0C6-AA752665FD71,Brynne Meyer,1342.05,6903
C85BB904-12A2-733D-1438-A4FDB4F169ED,Jonah Clayton,4863.61,6903
D4E184D6-C6DF-AC41-CCB7-C83EB93A579A,Lydia Cherry,2591.23,6983
2EE9FF93-5D43-1F1D-3E80-5E27723B2B58,Isaiah Russo,9682.97,6993
C7476DC9-63C1-25D5-8F1E-3EE23BC18142,Willow Battle,5295.8,7062
0848783C-CCF9-EDD5-E116-1078AC6C16C6,Elmo Harding,6749.18,7154
3DDC4A23-9AE4-9E6A-14E3-352633F07195,Fredericka Perez,8729.62,7171
6DA83EEC-14B6-CDE6-6162-79F9B3A39B96,Francesca Farmer,3758.71,7255
2281BEB3-CE5C-1305-A1AE-11B89B3FED80,Charlotte Ferrell,2928.32,7390
4A9D8534-CADC-6AC2-31AB-BAF5AB72B9DC,Emmanuel Bullock,4337.68,7524
3715D337-EC77-4265-0DBB-CC6968777DFA,Winter Bryant,6812.49,7643
3B58645A-5105-35D5-A9C5-CAA9D8A32895,Emerson Brock,3136.41,7651
9ED3D1DE-B086-10DE-BA4B-CBAA5EA6DD44,Jonah Durham,7592.08,7672
7766EA58-2637-6185-8CF1-71D2F7F5EA3F,Lesley Bird,5895.41,7711
82B631C6-7FDC-E723-0794-10AB7C4EAD7E,Baxter Foreman,5156.52,7739
45713BA7-5872-9723-957C-9B822FBDC9B0,Octavius Tate,9726.7,7775
936BFE66-32DD-A758-6E3A-845E2D047317,Nicholas Tate,6840.17,7799
C66A3FED-C05D-7B0B-2E8D-17B8717617A8,Rose Chaney,1617.49,7853
DDED3572-721B-2489-9887-CAE8652565EE,Carter Mack,9215.89,7998
265DD9DB-20C6-D258-8158-0D8C2D4DF8D0,Wanda Kirkland,2963.5,8030
56A177FF-2C12-DA3B-0C2A-812CC962E626,Tobias Hurst,7522.14,8032
E9C19D92-4443-2968-E080-322ACB745949,Shellie Morrison,9018.91,8243
7057AC09-9212-E5D6-ACDA-A3AEA4CB42A4,Wallace Mcguire,5315.83,8364
AC28BCA4-0BD4-C9D6-D369-28EAE6F7D441,Miranda Kirby,3467.33,8411
2D382A5B-8757-2A9C-E7C7-9EC4C9C783CF,Eliana Medina,1001.27,8416
D860227A-2851-2181-2EB4-E85EA6DA4526,Imogene Cook,1305.04,8444
ECD283DF-B5FD-6AFB-431C-5E1AD02C8571,Ivan Meadows,8364.86,8622
839C3DF9-4219-8271-D16B-26364D386667,Veronica Michael,8773.22,8759
9D2EE1D4-3234-A461-F372-E3559631E438,Jorden Mason,2790.28,8770
503F2A69-8252-A2D7-28A9-33527228597E,Vincent Mccarthy,2641.08,8893
D991E6E4-94DD-B2B4-09E3-8684D8EF58AE,Megan Rollins,4661.71,8908
F561311C-06C7-4EDF-AD80-CC7A4BB95FED,Hyacinth Mcdaniel,6173.27,8908
83CFBA6C-696D-883D-E1C0-E6E8DFC24DA1,Kennedy Nguyen,1098.82,8990
E424C4F3-3860-D11F-9F8A-7624B73EDDF6,Cyrus Puckett,6790.31,9067
26324B7D-7BBE-E152-B7CF-B5C9E6081939,Jack Snow,2284.28,9106
1CDB2A98-8372-5EFE-F441-6CBACE4BD97F,Charles Mathis,3562.7,9221
42BC82C2-7CA7-DC9E-B8E1-4F6D78B03C8D,Bryar Thompson,7210.99,9224
6ECB5727-8067-DFE5-A82D-92CD5FBB4C33,Joel Shaw,5465.01,9278
21CDA412-1237-615F-6194-95659F288BDD,Oliver Mueller,5666.43,9283
1674DB9C-E965-6097-1DB9-802312CDE2F7,Germaine Huff,5104.95,9295
F4B1AC0A-3243-32BE-26BF-B4113C35151C,Shaine Maynard,3654.44,9339
5DD29BE1-552C-1927-C2BD-3174729A2C5D,Deirdre Velasquez,3910.19,9398
57396CA0-4599-B6C8-8923-F5A847983737,Alec Sanchez,3125.3,9479
BDBB6033-699E-3E6B-6912-880DAAFD93D9,Brody Carpenter,6186.53,9493
B7DAD445-0BF2-B676-0792-BB7CB061B0DD,Mannix Poole,9445.7,9494
0C8488FB-9321-7AF6-DD56-B154B34685B8,Kennan Moody,1688.42,9897
9C0A56DD-0ADC-EA0A-3111-975B193266DC,Carly Burton,8059.77,9976
961622FD-9363-CDEC-4C57-2C5EB26027CA,Rajah Fuentes,1882.29,10010
90A77A35-C62A-3E2D-4B15-2E3EF1EB8C5A,Salvador Adkins,8658.88,10074
99E775BC-41DC-685A-BE61-EC09B845D45A,Samson Watts,1925.7,10103
6E13AB42-E71A-968C-A198-81D16CE875D9,Lee Cohen,4860.02,10386
1EE6A642-D1B9-A477-7413-5E6C2D0E1B26,Clark Hayes,5025.67,10410
142FA540-9CD2-C2FF-47CF-AF02594ADF2A,Ray Pruitt,8197.1,10423
5AE91A42-4F48-114B-3275-A5304D539394,Samantha Hebert,4081.86,10500
A54C8607-4CC8-E1E5-A58C-5E1B8DA3CD62,Kane Lynn,3274.09,10531
EBCBF10C-34C6-D61C-62BE-7E8EBB316156,Garrett Boyle,9737.34,10567
75A1BE5B-9285-425D-2582-B8E3C842A8EB,Cassandra Gallegos,4848.41,10594
75EF386B-E1BE-D2D2-EAFE-DDB71E0A142B,Wyoming Ruiz,5377.96,10596
86AE45F4-5CA1-BFFF-D385-4AB5539E88E7,Kennedy Ward,2104.94,10649
74AE5E7E-7E81-A882-B632-D31E6CFA24A0,Rafael Sweet,3573.08,10741
58041A4E-4D24-016C-AAE4-9B6187B35934,Charde Sawyer,3456.02,11025
9C7D4C4B-B7C1-9C92-4AC0-4D74DC18BCDE,Neve Buckner,5150.59,11069
B191027C-A53A-346D-FCC9-6124F3A0A3B6,Cally Howell,7839.03,11119
8F66D329-8749-A4ED-D636-C543B4F3B6E3,Jameson Dickson,5691.87,11149
2EE08315-8CC0-C43C-1F43-93548B3718F2,Cheyenne Mcdowell,2411.02,11182
1184DD15-B6C8-F54C-243A-74DDC1426870,Ivor Conner,8602.36,11235
C8C11EBF-63A6-E4BA-8974-A9725FE0B83C,Emerson Valenzuela,8980.6,11245
592BD302-DB6A-09AB-F488-97288356A675,Brielle Cote,8017.58,11295
5FA2D08F-1C4D-2E02-E693-187EA0BE8486,Justina Kidd,3514.19,11298
12742929-78ED-F773-617D-BA48B513981D,Andrew Whitehead,5541.99,11326
1B2E31BB-A81A-5314-635C-23854928C30E,Edan Ross,6224.5,11352
85D9C354-C84F-D878-1079-4D07D9B58E87,Chancellor Bruce,6157.1,11504
DDB97C2A-8635-8BAB-B1D7-1B871D59C608,Hiram Guzman,5849.92,11541
5C813388-722B-B761-D18E-48BA3D8E6BC8,Donna Adkins,5015.47,11660
4DDB9C57-557C-8E26-258A-D8AC3C679E97,Kelly Poole,3809.76,11702
C2F5994B-BC5C-4357-D413-2F5DFABD4469,Dorothy Delacruz,8851.42,11717
9CBCA5B0-21A8-A5B4-B105-47A06CA62ACA,Lilah Willis,6276.17,11748
714132B4-49EE-F764-A841-062C39D0FD44,Chester Wood,6463.71,11825
32A23421-C8B3-6CC3-B9D2-085607BAFF10,Kylynn Puckett,5713.35,11866
A9291A50-26EE-18B1-E8CA-8AE14D6B2258,Quintessa Ferguson,8886.4,11928
699E827D-3731-6AC5-1ACD-CABB8B983113,Timothy Carey,1037.48,11952
7AE192AC-1ADF-4BC3-6B31-4E465778163B,Elizabeth Fitzpatrick,8959.07,12102
8A8717D0-126A-6E3C-D2A1-3CB86138BAC2,Idona Pierce,3330.56,12106
79E78491-BA79-69B6-186F-68A77DD8EB22,Hasad Holland,8079.87,12145
698B4593-F915-CD33-9A15-1AA38C2DB88C,Carlos Walters,7287.68,12175
1CA79671-B6FF-BDD3-D1A8-C54802221A6E,Amela Best,9448.67,12226
B890CA99-AA9C-BC08-0C54-80797187914C,Demetria Hanson,2412.92,12249
81ECFB4F-E6BC-CEB4-4C17-971A59D634BA,Carl Ford,6434.29,12262
EC9265E4-B916-16C7-A658-19DE7A712C97,Peter Ayers,1028.4,12288
EDDEAE2D-991C-CE21-B974-5CA6B54EAA3B,Eric Mcmillan,2934.56,12330
A8843547-9909-1C95-62DB-B342208CF2F0,Duncan Lang,2647.11,12375
642A2309-27CB-3B06-DC61-E3A868036B02,Magee Branch,5686.58,12405
B8857DBD-B5C8-9CD5-87D1-9E9736F63576,Gwendolyn Cleveland,6945.25,12406
960E151A-6356-4D7F-729C-79564C170B34,Vielka Garza,8361.93,12506
441CB83A-C9E1-B180-A1A9-C064BA312258,Irma Solomon,9201.38,12583
A33C0C4B-A82F-561A-31EC-2F81A6E5985D,Halee Schneider,7423.52,12666
BE31DEB5-5998-DC76-5095-CEE1DD538C29,Howard Edwards,5751.35,12750
4838C3E1-64EA-11D1-7993-C5E8D011BC1B,Ralph Cole,5903.06,12779
C839886E-83CC-86B8-12D2-C5DA3C7FE535,Dominic Mckinney,7795.75,12842
CEDDD946-5EB1-B4E2-137E-537981B1F121,Colin Valdez,9827.54,12932
66672670-E25C-EE2E-91C3-740D5317C333,Kitra Brady,4666.4,12972
42173A0D-8E1D-C625-F631-E3F2D4E3729D,Wyoming Peterson,5036.05,12984
CC1828A4-6443-1977-5626-BDBB614C1E2A,Ariana Ayala,8568.53,13005
C66F9EBB-779C-24DA-7660-2768A3AEB79A,Ezra Trevino,6947.95,13143
E69D66D1-8555-1CB2-8655-1AD01777C866,Kevin Herrera,8141.38,13198
391E8235-AEFA-2C41-FEAA-8DDAEC488EE2,Noelle Beck,6371.88,13204
A363457D-CA78-1C24-BD93-CFC8D1EC8415,Orlando Wright,8835.49,13261
2A37C367-7299-5C82-94B1-EBE116D8A0BA,TaShya Walker,3665.39,13315
B1C82056-5849-E3A8-695A-FC833D4A13EA,Walter Petersen,4114.55,13319
E6E8B494-473B-BAB8-17DA-B630834612D4,Gage May,4786.25,13334
6B556711-6A33-1BD7-6216-F1D52EDD2F49,Kiayada Berg,1363.15,13450
862C3BE9-55FF-5556-DE4D-A698103C6912,Wilma Olson,3386.86,13587
BA43CCD8-3BD9-7C26-665E-3503D568A68B,Leo Goodwin,8968.38,13680
3A1FDEA6-42C3-C5BD-9BE7-5C6F68EB8CC9,Renee Snyder,3788.12,13783
4515B366-93F8-12B4-ACAD-20626463AFE1,Donovan Tillman,9745.99,13893
FE93D43A-D125-DE29-B47E-126EBF0EBD69,Kirby Stanton,2178.73,13901
5CB5C793-111E-0704-4678-E2B4FBCD5E09,Sage Elliott,5032.78,14014
D375FC42-F8B9-1E32-DD6E-C16B2B9E95FC,Macaulay Williams,3768.58,14022
E268C5E7-3B7D-BC15-DB73-E97099165B6B,Celeste Gallagher,6303.82,14098
76458295-5F94-4625-365D-2B449C64C77F,Lani David,3608.81,14104
D16D5E7B-CB92-C816-4AA0-6A998AE4707F,Ishmael Glover,7469.04,14160
F6CD6949-5ED1-A9A9-2581-5D248D5D3EBF,Phillip Hester,2380.88,14279
8E574462-3F1A-F548-2596-177F0BD52161,Beverly Melendez,6824.54,14375
EA75BC97-C5FF-7ABA-3B9B-63DAEEC816A0,Lucy Gamble,2207.51,14406
55986159-D992-37F9-2F73-0E5531AADE83,Norman Richard,3041.55,14488
21951318-A8EC-91F3-7FD0-1B42944724B4,Quinlan Kinney,4258.2,14494
E2FFFCED-2145-5D59-B657-CE27DF3691D6,Florence Nieves,4402.47,14565
697E94BF-6EC0-8BB4-651B-F895CF5532E3,Vanna Peters,9737.56,14697
1EDF63BA-1E1E-6C6F-5D1A-A5AEB3C21229,Jolie Barber,4648.66,14779
C39EE931-BA5B-CEE2-4D56-253183F24F73,Bianca Mccormick,5297.74,14902
C7E9649B-E8DA-5392-5829-218C6A942F57,Jakeem Finch,6394,14960
B83712D5-3A27-D472-797F-4AA35255754E,Constance Nunez,8732.7,14960
CC5351C2-9257-D16F-6151-EE5B5E3CAA38,Thaddeus Zimmerman,4253.41,14991
92D32E0C-55E3-3544-7685-17714135D06E,Ignacia Ayers,6990.7,15084
851DD178-12B2-4735-2756-4DDE4AE97D2E,Andrew Torres,4517,15227
A7545BFD-88B2-51C9-4C62-9617921ACA87,Ferdinand Howell,4212.19,15322
84C211B9-8E2A-60CD-DF54-4B4186B1BC17,Branden Rivers,7852.64,15360
4A664856-488E-2FC8-2495-1CBA4BBC3391,Derek Walter,6077.24,15467
814841D9-A3B0-DA16-B1CC-B706E66ABF37,Jin Evans,6296.34,15544
B95224FD-6E55-984D-529D-9BDB63A61C18,Kyle Rivera,4922.07,15592
CAAA1B5E-BF9B-A5B7-E764-C85CE3601E4F,Amity Bridges,6112.16,15611
2ED0DF35-28E7-6EF5-59BD-477735B1572D,Francis Jefferson,1942.23,15647
22EDEC71-1BEB-2FE7-C8EE-5A7B71AADC6F,Dante Kemp,9141.33,15737
39BC4D80-5256-4A66-3DC7-D91B57AFA7D6,Deacon Ashley,2509.9,16003
4B7E76D5-52A6-373E-641D-546990458317,Hilda Willis,3942.52,16030
C83C4D93-3A03-9013-C4B3-693E837E8D15,Chase Smith,2781.24,16057
B6BBC898-FF24-3248-AA68-2A450C804E06,Walter Patterson,8014.04,16305
A2727BB3-EC16-DF88-A28E-C0E28621199C,Cassidy Melendez,2666.33,16393
E29BC079-1751-DA5F-4E04-B2A5D46A84FB,Caryn Mckenzie,9365.79,16412
4E621BB7-6D68-D8F4-B668-C6624DE0F721,Hu Simpson,2943.35,16538
CB73481C-8417-FED7-6836-D3EDE5C7CA90,Aristotle Sparks,7529.37,16588
3B3CB844-B358-D626-F74C-6D87B337BAA6,Walter Ramos,4256.16,16717
62A8C615-920A-AC75-A73D-C768B48135F2,Shelly Dyer,8285.65,16724
6C9A211E-8E60-6D8A-C592-1F2B9543DA88,Keely Mendez,7942.48,16729
BE749C5D-D256-835D-B6E5-F17A29772CA3,Naida Edwards,3885.83,16759
BA44D843-E8B2-763A-2C1A-3C04C4FD48E2,Gregory Hogan,4976.77,16763
8C83A648-0AE5-D9C9-C8B4-36EDEF30B524,Hilel Rollins,3563.46,16858
7EC1C711-E6A6-1E89-2D91-FD7E15983B53,Hedley Perez,9782.07,17001
3528E7CD-9308-DCC9-77E4-1DB15239A44A,Christian Byrd,6259.65,17046
87BC4653-BB08-563D-C574-6828E9253E9F,Samuel Whitney,5386.42,17287
AC88627E-0A61-56A5-2A5B-F784E213DB0E,Jack Cardenas,8095.63,17290
DE1F842D-1124-BC73-C315-BEDE05AC5FA9,Brady Mckee,5305.14,17350
41B7E6CC-84C7-8963-6506-DFD4ADD8FD71,Norman Key,1961.79,17492
39052939-7466-2242-7E9C-93CD8E3725D0,Nero Hines,8539.19,17538
D1CBD3E4-BE19-2957-4695-23EC5BD727E6,Bert Gates,9833.67,17550
0DE412B8-B8BA-85A7-78B7-442E24926E99,Luke William,8180.34,17583
249EB9D7-0871-2AD4-0EF5-C3BB4253164E,Lesley Warner,4176.84,17630
BBDE055D-168D-F6A5-0C7D-4DAC657D42BB,Mikayla Stokes,1706.71,17786
EC661A1D-09A1-D42C-6E5B-744FA535088E,Lavinia Pruitt,1316.04,17814
9473E6C7-630E-2338-D5E9-A437A31816E2,Tobias Dyer,3357.82,17944
902AC9E5-D764-36DD-2CC5-75457D6E44E8,Aphrodite Reeves,4755.97,17972
3C249238-2A5A-D349-5562-D29D4318533C,Gemma Barron,2152.45,17995
B9C27B76-17AC-396B-C8B4-4E8473019261,Lana Serrano,9706.13,18001
E146A84F-B197-7108-2326-34EED9BFBE4D,Denton Stanton,2604.97,18148
5B6EC722-5BAB-7EF9-A778-5CED1C10E2BC,Inga Newton,1516.04,18162
EA5D14B5-613E-3916-8453-64DB98A29F17,Hyatt Weiss,7588.19,18237
59599ED1-6948-0E1F-2D43-C058EFC78448,Kyra Bruce,2662.79,18324
11E95D84-79FF-8D41-5FBA-C9ADCF86E557,Ulric Barrera,7258.85,18333
CC5DA1AA-6D39-D1B0-42DB-5CD46EA632DB,Zelenia Foster,6686.86,18369
2ACAB930-0073-D81C-49D6-DB47ADF9815F,Logan Forbes,6434.62,18497
689C6ED2-67BB-0518-3DE8-9B4C8C5B65CB,Jerry Torres,8587.66,18721
16B2159E-E61B-58B6-7C34-A4D4365BA747,Ora Reeves,6577.92,18867
1529EFB0-D839-AE2D-4AC6-C17344EB22BC,Joel Copeland,2696.21,18966
1EBA8649-B524-B5D9-157F-3A502DCBC5C8,Quin Frederick,4323.49,19121
FBCA4A82-514A-2597-1EB6-022AB22B4648,Fritz Bentley,3121.55,19278
53E36911-BB4A-3D23-A6EB-CB5EEC6DAA21,Martha Gentry,7971.26,19328
1B00E9E9-A635-10A9-12D3-234A44DFC43A,Yetta Barber,4533.85,19351
6274DD98-129D-16DB-212C-1155761B9E75,Kareem Craft,6573.92,19393
198B1183-FD1D-4569-3B9B-6D7DFAADE66E,Josephine Stafford,7838.47,19397
E5B261C2-4D32-B1BA-527C-95BAE9947E11,Paki Hobbs,9857.5,19440
F83A84E5-B333-0931-4A39-2E83CEA4F43E,Selma Booker,8332.78,19456
1968B0C4-6FD6-EE0A-6208-CEA5146B1992,Maxwell Barnett,3292.78,19523
89A6AEC8-879D-A9DC-91D6-6374771D83AB,Galvin Bartlett,9864.9,19527
654A0E3D-38C6-8AB6-289D-B679398AC448,Benjamin Lancaster,1417.91,19598
89359C1E-687C-C4D3-D7B5-09F9ABB63A4D,Ira Ayers,4286.01,19600
3D1B80C2-8DA6-5E7B-E741-7841781DFAE8,Ferris Banks,8701.12,19700
E2E17024-47CB-588D-5712-D12CC8838C99,Amery Garner,3697.16,19712
8BFD1EC4-BD42-BF48-1772-CB6483C34C5B,Nolan Mccormick,3838.15,19844
5EFE7153-ECBC-7F67-6BA5-2C433581C206,Mercedes Kelley,3640.03,19855
629B6F76-E419-3AEE-8744-84CF68E251DB,Edan Moss,3506.4,19875
AE44B472-725D-76E8-311A-9ED21BE970AC,Camilla Murray,1072.62,19900
5D8E5A98-FE05-16C4-B4BC-72BD612C5671,Kieran William,6888.52,20095
52755A9A-15D5-0453-8B1B-3ED944F1A27D,Amy Gates,4564.05,20115
137E0F54-2395-5540-7AEE-B51522364D8E,Ava Sampson,5462.92,20116
C9AE2802-794B-5FFD-B927-E454C896D259,Quintessa Olsen,1687.59,20537
ED49E51C-3818-E268-D7EA-6A5B398552D9,Dorothy Hansen,8272.39,20562
ADB71D5D-2C9E-42D7-647B-16418B745D45,Damon Clark,7390.07,20672
BB9188DA-0622-EC62-21FE-E28B9E41D8CA,Devin Snyder,8206.29,20684
332C62E8-DED0-7ADB-C6A5-7B263DEEDB16,Graham Kline,1343.45,20713
55B26747-0297-10C8-935B-7B73DA9351A9,Merritt Morse,3535.39,20858
185C0674-9097-191C-E207-EE3BE1D5C52D,Edward Alexander,9098.62,20954
54DDCA46-0962-CDA4-6E9C-CA9E9779C198,Isadora Velazquez,9292.57,20958
5D121AEA-65BD-9CD7-1538-1A8569A3DBB2,Jack White,7628.4,20962
B2B301D9-C8AA-BE87-8AE8-CC1488E49543,Leslie Hodge,2002.14,21072
E46B1A32-71A1-9036-53D6-E4BFD7E93807,Claudia Henry,3207.18,21082
E692D817-A438-45BE-5A46-5162C3D3A957,Linus Powers,5551.48,21138
E9356714-A29C-614F-845B-6D0319D2D358,Josephine Maxwell,3842.41,21164
FF69ABCA-B651-68DB-1429-65F918AD32D1,Kathleen Henson,1706.97,21205
7C47793A-30D3-2155-59C9-75380ABB5526,Darius Holden,1940.57,21393
E611D4E0-183B-9249-68AF-C2A18B598C29,Kirk Clements,9856.09,21451
B2E36964-2EFA-34BA-DA87-68BA5E26811E,Judith Wooten,7832,21463
91A75C70-CFA5-7161-9400-E1BBB5D93992,Reagan Schneider,5533.21,21594
5E567190-DBF4-AA7B-C590-604DD5777490,Maya Cobb,3981.73,21602
6582D932-3144-82C4-38BA-E481461C79AD,Cyrus Chapman,5471.12,21709
41D7B2D6-85CA-1DE3-5DD4-E48AA37E850D,Vivien Vargas,5707.28,21747
EACC1DEC-F469-F84D-8A46-937A8DB5D72F,Jillian Frye,1589.32,21784
